content,score,at,clean_no_stem,clean_stem,skor_base,label_base,skor_domain,label_domain,label,split
"banyak dosa lu monton, kasih tim masih mitik honor semua, giliran lawan mitik glory semua, hebat, ngeleg lagi, di room jaringan 50 ms, pas main malah 98-115 ms apa coba, banyak dia lu monton",2,2026-07-25 04:57:53,banyak dosa kamu moonton kasih tim mitik honor semua giliran lawan mitik glory semua hebat ngeleg room jaringan ms pas main malah ms apa coba banyak kamu moonton,banyak dosa kamu moonton kasih tim mitik honor semua gilir lawan mitik glory semua hebat ngeleg room jaring ms pas main malah ms apa coba banyak kamu moonton,-13.0,Negatif,-13.0,Negatif,Negatif,test
akun saya hilang begitu saja setelah meng uninstall game ini,1,2026-07-25 04:57:10,akun hilang meng uninstall game,akun hilang meng uninstall game,1.0,Positif,1.0,Positif,Positif,test
suka di kasih derak sistem,1,2026-07-25 04:56:04,suka kasih derak sistem,suka kasih derak sistem,-1.0,Negatif,-1.0,Negatif,Negatif,train
keren sangat seru..,5,2026-07-25 04:52:07,keren sangat seru,keren sangat seru,-2.0,Negatif,5.0,Positif,Positif,train
game stres nik turun sampe 10 kali,5,2026-07-25 04:52:03,game stres nik turun sampe kali,game stres nik turun sampe kali,-4.0,Negatif,-4.0,Negatif,Negatif,train
seru banget gamenya kalo aku mvp terus baru aku bisa ke mythic honor,5,2026-07-25 04:50:47,seru banget gamenya kalau aku mvp terus baru aku mythic honor,seru banget gamenya kalau aku mvp terus baru aku mythic honor,2.0,Positif,5.0,Positif,Positif,train
bikin setress,5,2026-07-25 04:50:12,bikin setress,bikin setress,0.0,Positif,0.0,Positif,Positif,test
game nya bagus tapi sering leg padahal udah pakay Wi-Fi,1,2026-07-25 04:49:35,game nya bagus sering leg padahal udah pakay wi fi,game nya bagus sering leg padahal udah pakay wi fi,3.0,Positif,8.0,Positif,Positif,train
ga ush di download bikin gila,1,2026-07-25 04:49:20,tidak ush download bikin gila,tidak ush download bikin gila,-11.0,Negatif,-11.0,Negatif,Negatif,train
"jangan percaya dengan obrolan costumer service , tidak ada yg dia lakukan ketika kita laporan , fakta ini mah . tidak bakal di tindak . pantes banyak AI ternyata game sepi. JANGAN TOP UP",1,2026-07-25 04:48:15,jangan percaya obrolan costumer service tidak lakukan laporan fakta mah tidak bakal tindak pantes banyak ai ternyata game sepi jangan top up,jangan percaya obrol costumer service tidak laku lapor fakta mah tidak bakal tindak pantes banyak ai nyata game sepi jangan top up,-38.0,Negatif,-38.0,Negatif,Negatif,train
taikk game gak jelas lawan imortal temen epic semua,1,2026-07-25 04:44:17,taikk game tidak jelas lawan imortal temen epic semua,taikk game tidak jelas lawan imortal temen epic semua,-7.0,Negatif,-7.0,Negatif,Negatif,test
gempley buruk servernya pilih kasih.timnya di kasih yang bot sedang kan musuh nya jago.jika begini trz semakin lama semua juga. bosan dan unistal game ini,1,2026-07-25 04:42:20,gempley buruk servernya pilih kasih timnya kasih bot sedang kan musuh nya jago begini trz semakin lama semua bosan unistal game,gempley buruk servernya pilih kasih tim kasih bot sedang kan musuh nya jago begini trz makin lama semua bosan unistal game,-12.0,Negatif,-12.0,Negatif,Negatif,train
gemenya udh bagus tapi tolong Adain map buat hevun,2,2026-07-25 04:42:08,gemenya bagus adain map buat hevun,gemenya bagus adain map buat hevun,-1.0,Negatif,4.0,Positif,Positif,train
monton plis akun gua buka in baned nya gua ga pake cit apapun,5,2026-07-25 04:41:59,moonton plis akun buka in baned nya tidak pake cheater apapun,moonton plis akun buka in baned nya tidak pake cheater apa,-5.0,Negatif,-9.0,Negatif,Negatif,test
gem terbaik sumpah,5,2026-07-25 04:40:08,gem terbaik sumpah,gem baik sumpah,5.0,Positif,5.0,Positif,Positif,test
"I like the game, it's exciting even though it's sometimes annoying, but it's okay because it's my own fault or my own team's fault. And you guys, if you lose, don't get angry at Moonton, it's your own fault or your team's fault. Unless it's because of a slow internet connection, even though your internet at home is fine, then you can complain. Don't be mean to Moonton, okay? 😊",5,2026-07-25 04:40:04,i like the game it s exciting even though it s sometimes annoying but it s okay because it s my own fault or my own team s fault and you guys if you lose don t get angry at moonton it s your own fault or your team s fault unless it s because of a slow internet connection even though your internet at home is fine then you can complain don t be mean to moonton okay emoji_positif,i like the game it s exciting even though it s sometimes annoying but it s okay because it s my own fault or my own team s fault and you guys if you lose don t get angry at moonton it s your own fault or your team s fault unless it s because of a slow internet connection even though your internet at home is fine then you can complain don t be mean to moonton okay emoji_positif,17.0,Positif,17.0,Positif,Positif,train
SERVER LAG PARAH!!!,1,2026-07-25 04:39:57,server lag parah,server lag parah,-5.0,Negatif,-8.0,Negatif,Negatif,train
buat moonton ini game bener' ga adil banget systemnya gw di pertemuin sama player yang kurang kasih sayang orang tua caper semua pada bandel ngeyel jadi buat kalian gausa dimainin ini game lu bisa stres nanti sistem tidak seimbang lawan selalu jago tetapi teman kita mainnya kayak bayi ga ngerti apa',1,2026-07-25 04:38:20,buat moonton game bener tidak adil banget systemnya pertemuin sama player kurang kasih sayang orang tua caper semua bandel ngeyel jadi buat kalian gausa dimainin game kamu stres sistem tidak seimbang lawan selalu jago teman mainnya kayak bayi tidak ngerti apa,buat moonton game bener tidak adil banget systemnya pertemuin sama player kurang kasih sayang orang tua caper semua bandel ngeyel jadi buat kalian gausa dimainin game kamu stres sistem tidak imbang lawan selalu jago teman main kayak bayi tidak ngerti apa,-41.0,Negatif,-41.0,Negatif,Negatif,train
"tolong pemilihan tim di rank epic diperadil lagi, masa pemilihan timnya gak bener",1,2026-07-25 04:37:55,pemilihan tim rank epic diperadil masa pemilihan timnya tidak bener,pilih tim rank epic adil masa pilih tim tidak bener,-11.0,Negatif,-11.0,Negatif,Negatif,train
game ya jangan terlalu susah di mainkan selalu main solo tabrak Abang Abang kan tolong ya moonton,2,2026-07-25 04:37:22,game jangan terlalu susah mainkan selalu main solo tabrak abang abang kan moonton,game jangan terlalu susah main selalu main solo tabrak abang abang kan moonton,-2.0,Negatif,-2.0,Negatif,Negatif,train
Seru Sih Tapi Kadang MOONTON NGETROL GWWW 🗿,5,2026-07-25 04:36:17,seru sih kadang moonton ngetrol gww emoji_netral,seru sih kadang moonton ngetrol gww emoji_netral,3.0,Positif,6.0,Positif,Positif,train
"Saya kecewa dengan game ini, saya rasa sistem berpihak hanya pada yang melaporkan.. sedangkan yang dilaporkan berusaha bermain dalam tim, tapi selama match berlangsung tidak ada 1 pun anggota tim yang membantu dan membuat nilai jelek.. tolong sistem yang adil kalau mau mengadili.. kalau gini kasihan player yang mainnya sungguh2 dan berusaha demi tim",1,2026-07-25 04:36:16,kecewa game rasa sistem berpihak melaporkan dilaporkan berusaha bermain tim selama match berlangsung tidak anggota tim membantu membuat nilai jelek sistem adil kalau mau mengadili kalau gini kasihan player mainnya sungguh berusaha tim,kecewa game rasa sistem pihak lapor lapor usaha main tim lama match langsung tidak anggota tim bantu buat nilai jelek sistem adil kalau mau adil kalau gin kasihan player main sungguh usaha tim,-18.0,Negatif,-18.0,Negatif,Negatif,train
"padahal saya cuma ngetik ""izin afk disuruh emak"" sama montoon kehitung chat yang tidak pantas emang gak waras montoon ini",1,2026-07-25 04:35:25,padahal cuma ngetik izin afk disuruh emak sama moonton kehitung chat tidak pantas emang tidak waras moonton,padahal cuma ngetik izin afk suruh emak sama moonton hitung chat tidak pantas emang tidak waras moonton,-8.0,Negatif,-10.0,Negatif,Negatif,train
"Gjls, ngasih tim gk waras. matchmaking lama dan aneh, dpt tim legend sementara musuh ex imo.",1,2026-07-25 04:35:17,gjls ngasih tim tidak waras matchmaking lama aneh tim legend musuh ex imo,gjls ngasih tim tidak waras matchmaking lama aneh tim legend musuh ex imo,-20.0,Negatif,-20.0,Negatif,Negatif,train
Seruuu,5,2026-07-25 04:35:11,seruu,seruu,0.0,Positif,0.0,Positif,Positif,train
moonton tolong kasih saya tim yg jago la masak tim yg dark system moonton,1,2026-07-25 04:35:01,moonton kasih tim jago la masak tim dark system moonton,moonton kasih tim jago la masak tim dark system moonton,-4.0,Negatif,-4.0,Negatif,Negatif,test
game ga guna hapus aja game ini dari PlayStore game ga bermanfaaat game yang sangat tidak di sarankan untuk di donwload,1,2026-07-25 04:34:45,game tidak hapus aja game playstore game tidak bermanfaat game sangat tidak sarankan donwload,game tidak hapus aja game playstore game tidak manfaat game sangat tidak saran donwload,-10.0,Negatif,-10.0,Negatif,Negatif,test
"game aneh, 14 hari lebih gak pernah dapat win berturut-turut",1,2026-07-25 04:34:18,game aneh hari lebih tidak pernah win berturut turut,game aneh hari lebih tidak pernah win turut turut,-5.0,Negatif,-5.0,Negatif,Negatif,train
tolong sesuaikan pengalaman match making dengan tingkatan tier yang sama,5,2026-07-25 04:34:02,sesuaikan pengalaman match making tingkatan tier sama,sesuai alam match making tingkat tier sama,5.0,Positif,5.0,Positif,Positif,train
susah banget ni game udah mah pernah nabrak global lagi pusinggg bet dah,1,2026-07-25 04:33:13,susah banget ni game udah mah pernah nabrak global pusingg bet,susah banget ni game udah mah pernah nabrak global pusingg bet,-4.0,Negatif,-4.0,Negatif,Negatif,test
"Game asik ini mah, malah jadi moba wajib di Indonesia. Easy to play, pakai Carmilla juga santuy, eh tapi udah ulti malah ditinggal tim. Asik dah main ni game.",5,2026-07-25 04:32:56,game asik mah malah jadi moba wajib indonesia easy to play pakai carmilla santuy eh udah ulti malah ditinggal tim asik main ni game,game asik mah malah jadi moba wajib indonesia easy to play pakai carmilla santuy eh udah ulti malah tinggal tim asik main ni game,1.0,Positif,1.0,Positif,Positif,train
tolol game anji,1,2026-07-25 04:32:53,tolol game anji,tolol game anji,-3.0,Negatif,-3.0,Negatif,Negatif,test
saya senang bermain game ini,5,2026-07-25 04:31:48,senang bermain game,senang main game,3.0,Positif,3.0,Positif,Positif,train
"Game nya bagus tapi , kadang gak adil banget musuh tim nya oke² aj ,lah tim ku dark sistem semua ,gak adil",5,2026-07-25 04:31:25,game nya bagus kadang tidak adil banget musuh tim nya oke aj lah tim ku dark sistem semua tidak adil,game nya bagus kadang tidak adil banget musuh tim nya oke aj lah tim ku dark sistem semua tidak adil,-25.0,Negatif,-20.0,Negatif,Negatif,test
lw bisa banyakin diamond nya,5,2026-07-25 04:27:54,lw banyakin diamond nya,lw banyakin diamond nya,3.0,Positif,3.0,Positif,Positif,train
"udah kirim starlight ke temen, udah bener akunnya, tapi kok ga nerima apa-apa temen saya? padahal kartu starlight saya sudah berkurang!",5,2026-07-25 04:27:10,udah kirim starlight temen udah bener akunnya kok tidak nerima apa apa temen padahal kartu starlight berkurang,udah kirim starlight temen udah bener akun kok tidak nerima apa apa temen padahal kartu starlight kurang,-10.0,Negatif,-10.0,Negatif,Negatif,train
main full 1 hari cuma nambah 1 bintang nemu tim cuma mentok glory semua musuhnya malah full immo dua ratus,1,2026-07-25 04:25:28,main full hari cuma nambah bintang nemu tim cuma mentok glory semua musuhnya malah full immo ratus,main full hari cuma nambah bintang nemu tim cuma mentok glory semua musuh malah full immo ratus,-20.0,Negatif,-20.0,Negatif,Negatif,train
aku sangat menyukai gem mL,5,2026-07-25 04:25:02,aku sangat menyukai gem ml,aku sangat suka gem ml,2.0,Positif,2.0,Positif,Positif,train
Gem penuh lek padahal sinyal bagus,2,2026-07-25 04:24:42,gem penuh lek padahal sinyal bagus,gem penuh lek padahal sinyal bagus,-2.0,Negatif,3.0,Positif,Positif,train
gua main mobile Legends dari dulu sampai sekaran jujur gua itu skin impian gua tuh yaitu Hunter x Hunter tapi sayangnya belum punya diamond buat beli,5,2026-07-25 04:24:22,main mobile legends dulu sekaran jujur skin impian tuh hunter x hunter sayangnya belum punya diamond buat beli,main mobile legends dulu sekar jujur skin impi tuh hunter x hunter sayang belum punya diamond buat beli,4.0,Positif,4.0,Positif,Positif,train
bismillaah.. nah gitu dong salut akhirnya google play paham juga.. ada google deals.. keren.. maa syaa Allaah.. kan nanti terhubung dengan instrumen lainnya. game ya industri gaming house.. game produksi ya produksi.. slot dan poker kita alihkan ke market skin dll.. dan penghasilan saldo non coin (point dll) good job google.. termasuk software dan hardware ke industri yang dituju.. intinya semua ada instrument nya so stop nagih langganan.. bikin pusing aja..,1,2026-07-25 04:22:23,bismillaah nah gitu dong salut akhirnya google play paham google deals keren maa syaa allaah kan terhubung instrumen lainnya game industri gaming house game produksi produksi slot poker alihkan market skin penghasilan saldo non coin point good job google termasuk software hardware industri dituju intinya semua instrument nya so stop nagih langganan bikin pusing aja,bismillaah nah gitu dong salut akhir google play paham google deals keren maa syaa allaah kan hubung instrumen lain game industri gaming house game produksi produksi slot poker alih market skin hasil saldo non coin point good job google masuk software hardware industri tuju inti semua instrument nya so stop nagih langgan bikin pusing aja,6.0,Positif,10.0,Positif,Positif,test
"komposisi rank tim saya dan tim lawan tidak seimbang, membuat perbedaan kemampuan yang sangat signifikan dan terkesan tidak adil sama sekali, segera perbaiki!",1,2026-07-25 04:21:39,komposisi rank tim tim lawan tidak seimbang membuat perbedaan kemampuan sangat signifikan terkesan tidak adil sama sekali segera perbaiki,komposisi rank tim tim lawan tidak imbang buat beda mampu sangat signifikan kes tidak adil sama sekali segera baik,-19.0,Negatif,-19.0,Negatif,Negatif,train
bagus aku suka tapi banyak cheater,4,2026-07-25 04:20:51,bagus aku suka banyak cheater,bagus aku suka banyak cheater,1.0,Positif,2.0,Positif,Positif,train
game apaan lu dikasih ws langsung dikasih tim poke +ngleeeg,1,2026-07-25 04:20:34,game apaan kamu dikasih winstreak langsung dikasih tim poke ngleeg,game apa kamu kasih winstreak langsung kasih tim poke ngleeg,1.0,Positif,1.0,Positif,Positif,train
game ini sangat bagus dan kadang² saya sters bermain game ini tapi game ini tetap seru 0,5,2026-07-25 04:20:22,game sangat bagus kadang sters bermain game game tetap seru,game sangat bagus kadang sters main game game tetap seru,8.0,Positif,16.0,Positif,Positif,train
cara membetulkan bug mic gagal dinyalakan gimana?,5,2026-07-25 04:20:18,cara membetulkan bug mic gagal dinyalakan gimana,cara betul bug mic gagal nyala gimana,-4.0,Negatif,-6.0,Negatif,Negatif,test
mohon banget ml tolong lawannya yang adil ya🙏,1,2026-07-25 04:20:03,mohon banget ml lawannya adil emoji_netral,mohon banget ml lawan adil emoji_netral,2.0,Positif,2.0,Positif,Positif,train
woy moontoon boleh tak kalau bagi skin gratis! rank aku dah akh kekal kat epic tak naik-naik sbb season baru.. susah tau tak bagilah skin gratis mlbb beta pun kena kumpul skin walaupun diamond free susah tau tak,3,2026-07-25 04:19:07,woy moontoon tak kalau skin gratis rank aku akh kekal kat epic tak naik naik sbb season baru susah tau tak bagilah skin gratis mlbb beta kena kumpul skin walaupun diamond free susah tau tak,woy moontoon tak kalau skin gratis rank aku akh kekal kat epic tak naik naik sbb season baru susah tau tak bagi skin gratis mlbb beta kena kumpul skin walaupun diamond free susah tau tak,-1.0,Negatif,-1.0,Negatif,Negatif,test
"game ga guna, game ajur ngabisin waktu doang",1,2026-07-25 04:18:30,game tidak game ajur ngabisin waktu doang,game tidak game ajur ngabisin waktu doang,-5.0,Negatif,-5.0,Negatif,Negatif,train
tim nya dapet nya gak sesuai rank musuh nya malah imo ge baru honor 30,1,2026-07-25 04:18:17,tim nya dapet nya tidak sesuai rank musuh nya malah imo ge baru honor,tim nya dapet nya tidak sesuai rank musuh nya malah imo ge baru honor,-14.0,Negatif,-14.0,Negatif,Negatif,train
baka ngelag kin hp ku emang males main mlbb bagus banget,1,2026-07-25 04:17:17,baka ngelag kin handphone ku emang males main mlbb bagus banget,baka ngelag kin handphone ku emang males main mlbb bagus banget,-5.0,Negatif,-3.0,Negatif,Negatif,train
gem tolol sistem aneh orang ga afk di bilang afk,1,2026-07-25 04:16:36,gem tolol sistem aneh orang tidak afk bilang afk,gem tolol sistem aneh orang tidak afk bilang afk,-14.0,Negatif,-14.0,Negatif,Negatif,train
"game sepi ga ada pemain lagi,maknya terpaksa akun bot dimasukin di dalam match,game sampah season depan akun bot di hilangin,biar ga sepi ni game",1,2026-07-25 04:16:16,game sepi tidak pemain maknya terpaksa akun bot dimasukin match game sampah season depan akun bot hilangin tidak sepi ni game,game sepi tidak main maknya paksa akun bot dimasukin match game sampah season depan akun bot hilangin tidak sepi ni game,-13.0,Negatif,-13.0,Negatif,Negatif,train
aku suka ml,5,2026-07-25 04:13:18,aku suka ml,aku suka ml,3.0,Positif,3.0,Positif,Positif,train
"game t*i, a*jing",1,2026-07-25 04:12:53,game t i a jing,game t i a jing,2.0,Positif,2.0,Positif,Positif,test
